"beta0","runtime","actor_name_score","studio_score","crew_member_score","season_autumn","season_spring","season_summer"
-2.00189,0.2383,0.378025,0.270114,0.724634,0.262426,0.141386,0.114549
-2.05104,0.357374,0.528568,0.0960433,0.524849,0.235753,0.129521,0.110989
-2.09037,0.396255,0.594785,0.251927,0.470589,0.129734,0.214363,0.0664301
-2.06026,0.426658,0.271676,0.283485,0.569261,0.0893345,0.0967491,0.0588932
-2.0499,0.16464,0.562968,0.170919,0.564937,0.220536,0.207391,0.0757487
-2.1018,0.192006,0.549635,0.210657,0.601959,0.110273,0.249543,0.0108073
-2.05417,0.203778,0.578346,0.0416078,0.641386,0.0349112,-0.0605996,0.0117958
-1.95942,0.303298,0.545945,0.0198709,0.590372,-0.0683363,-0.0114142,-0.043661
-1.79441,0.109263,0.529607,0.168004,0.575024,0.0665184,0.0524079,-0.108994
-2.07214,0.454374,0.495427,0.231011,0.500244,0.197328,0.142793,0.189679
-2.16445,0.376244,0.315357,0.223547,0.55541,0.286223,0.222709,0.167242
-2.16582,0.352191,0.456464,0.222953,0.610612,0.306834,0.187728,0.0514358
-2.13575,0.27177,0.429706,0.197203,0.577393,0.256406,0.27858,0.277187
-1.97819,0.22081,0.564457,0.120977,0.550662,0.0396314,0.279412,0.0577113
-1.9258,0.325583,0.508949,-0.00887348,0.531601,0.0371785,0.297804,0.0282284
-2.15977,0.0776629,0.511868,0.256576,0.720182,0.0787298,0.133495,0.0540634
-2.08885,0.0295341,0.614483,0.197138,0.643129,-0.0563207,0.112829,-0.0661829
-2.11097,0.0709182,0.589326,0.140148,0.594859,-0.0558341,0.108914,0.039159
-1.96881,0.291374,0.517635,0.212397,0.530224,0.0939805,0.225337,0.077052
-2.0274,0.503067,0.49118,0.0998166,0.41414,0.160589,0.20229,0.165475
-2.08255,0.321007,0.473314,0.108653,0.771165,0.162977,0.193414,0.0135993
-1.90146,0.243281,0.487436,0.0700175,0.523552,0.0576087,0.161208,0.1522
-1.86587,0.273471,0.477238,0.154591,0.536202,0.174405,0.272424,0.146695
-1.90523,0.42154,0.394965,0.0930044,0.475257,0.173419,0.166565,0.103329
-1.94414,0.407917,0.383138,0.270526,0.462157,0.248412,0.074517,0.109795
-1.97841,0.372325,0.595209,0.125756,0.405987,0.133378,0.318358,0.141767
-2.10963,0.124956,0.538582,0.264789,0.535611,0.113296,0.191603,0.257131
-2.03603,0.351146,0.441025,0.212617,0.379092,-0.0349418,0.0918979,0.0594132
-2.00127,0.358768,0.438507,0.0691742,0.5887,0.0730066,0.0139565,0.117066
-1.96975,0.304797,0.556469,0.159033,0.563665,0.0121951,0.141821,-0.0226705
-2.25005,0.227063,0.503746,0.1089,0.66748,0.263771,0.235993,0.183392
-2.19286,0.289779,0.491157,0.172768,0.704568,0.200599,0.170936,0.197323
-2.35258,0.176536,0.56814,0.0729198,0.731305,0.233293,0.153586,0.108624
-2.07526,0.255327,0.630263,-0.0232006,0.634412,0.085077,0.0905175,0.0990358
-2.07895,0.319963,0.728958,0.0433419,0.499824,0.0612073,0.155031,0.0180022
-2.15855,0.319815,0.492689,0.10494,0.553428,0.138456,0.158775,0.112339
-2.02331,0.312058,0.382197,0.0874296,0.712681,0.095044,0.111508,0.0612484
-2.07304,0.304773,0.402743,0.127129,0.642488,0.124058,0.206134,-0.0191428
-2.01328,0.323506,0.47817,0.156461,0.453534,0.144711,0.167121,0.116094
-1.97085,0.315332,0.452505,0.211195,0.548352,0.0202119,0.126883,-0.0225741
-2.24102,0.346088,0.491285,0.161462,0.512659,0.174541,0.125224,0.173666
-2.03089,0.331568,0.516927,0.132952,0.465233,0.178387,0.213934,0.0178433
-2.07831,0.288092,0.538651,0.0885622,0.550436,0.0727476,0.256845,0.115906
-2.11008,0.274761,0.588424,-0.04455,0.657957,0.0864997,0.247573,0.147055
-1.9887,0.196095,0.546827,0.091977,0.665446,0.113718,0.154026,0.0794903
-2.05645,0.192744,0.552882,-0.00652635,0.655975,0.0223032,0.0907073,3.15896e-05
-2.10541,0.207434,0.729827,0.0836064,0.509879,-0.0459295,0.271148,0.280591
-2.0868,0.190394,0.544001,0.0208604,0.791799,0.0386493,-0.0506007,0.0423057
-2.16816,0.270708,0.563568,0.0763084,0.776387,0.131703,0.174274,0.035741
-2.06357,0.195829,0.442245,0.0425437,0.750114,0.102116,0.258677,0.0960233
-2.12972,0.161891,0.529822,0.116829,0.695717,0.135741,0.319774,0.24674
-1.99969,0.151802,0.556942,0.143884,0.582198,0.091658,0.135536,0.194373
-2.01429,0.371136,0.428153,0.277575,0.432791,0.0705495,-0.0561873,-0.0466838
-2.18612,0.21847,0.418362,0.266017,0.564792,0.0983228,0.0927542,-0.0996403
-2.31045,0.339089,0.527626,0.144171,0.671902,0.252403,0.0944648,0.0736251
-1.90541,0.210669,0.367878,0.269639,0.397576,0.280285,0.265599,0.11672
-2.10932,0.508478,0.331649,0.251854,0.31375,0.219048,0.151404,0.16725
-2.0473,0.252146,0.473168,0.077767,0.535814,0.124154,0.113009,0.143876
-2.01248,0.133776,0.478513,0.271182,0.512662,0.0820208,0.15597,0.10956
-1.90956,0.266977,0.514454,0.0729702,0.559459,0.110587,0.210867,-0.0289798
-2.05445,0.273422,0.439991,0.173434,0.581996,-0.0307683,0.016127,-0.00804886
-2.00351,0.415126,0.435574,0.107001,0.53313,0.210843,0.242026,0.0108574
-2.1203,0.296747,0.550052,0.25183,0.510013,0.203202,0.235662,0.208375
-1.95212,0.252764,0.483745,0.210254,0.543291,0.0231787,0.0798726,0.0771378
-2.01827,0.304998,0.341684,0.253496,0.437108,0.133104,0.114526,0.0286092
-1.98013,0.173309,0.374685,0.305782,0.616185,0.0503547,0.0395324,0.0254369
-2.07941,0.234375,0.586979,-0.0541549,0.570556,0.0879983,0.0703539,-0.0134817
-1.92849,0.240934,0.454883,0.0268575,0.614988,0.0793932,0.0162299,0.0748701
-2.03657,0.156208,0.559052,0.174161,0.725495,0.0251848,0.211393,-0.0358648
-1.95516,0.306562,0.642586,0.0336252,0.462943,0.0963423,0.186875,0.0892813
-1.89215,0.256304,0.513117,0.079075,0.468735,0.00687561,0.0997585,0.0973179
-2.10446,0.27668,0.443732,0.148263,0.693168,0.048746,-0.0394303,0.0396689
-2.11579,0.301837,0.478578,0.0986141,0.598372,0.0614557,-0.00854148,-0.104196
-1.99533,0.306127,0.496208,0.153892,0.463688,0.0831742,-0.00302489,0.0181899
-2.041,0.234541,0.459672,0.25151,0.524515,0.00760628,-0.0339349,-0.12848
-2.07147,0.348812,0.509237,0.183653,0.499567,0.196079,0.122805,0.0630597
-1.94859,0.313968,0.495095,0.148224,0.537765,0.126035,0.156897,0.172148
-2.09806,0.377293,0.461786,0.157889,0.477873,0.113066,0.184014,0.0730187
-2.10645,0.456581,0.469292,0.350551,0.437035,0.175744,0.039708,0.0266493
-1.9938,0.29244,0.404852,0.158666,0.534967,0.144952,0.0977431,0.131976
-2.03961,0.251586,0.456842,0.231318,0.521818,0.120361,0.0395473,0.0561199
-2.03818,0.303348,0.550286,0.169092,0.552344,0.184725,0.144305,0.143099
-2.11606,0.381358,0.527239,0.125567,0.528377,0.125351,0.227256,0.140285
-2.13485,0.332379,0.520229,0.114691,0.594174,0.0766166,0.108851,0.133876
-2.10912,0.287481,0.430482,0.123308,0.593577,0.149386,0.181408,0.256382
-2.02962,0.306657,0.409169,0.158901,0.595925,0.239128,0.11466,0.172979
-2.10787,0.195087,0.435857,0.303036,0.513132,0.240202,0.212096,0.174768
-2.0928,0.205952,0.60164,0.147333,0.637366,0.189408,0.123202,0.0668895
-1.99062,0.162759,0.627655,0.118902,0.494855,0.0289837,0.0909829,0.0417434
-1.94369,0.339645,0.449656,0.132035,0.543312,0.141856,0.104379,0.0694182
-1.82281,0.303501,0.40942,0.103248,0.525612,0.131144,0.174545,0.118542
-2.06114,0.282363,0.511329,0.201896,0.551245,-0.0353165,0.0952858,0.0977774
-1.96651,0.31369,0.549574,0.148631,0.478536,0.083779,0.0876021,-0.0098365
-2.03872,0.319236,0.535648,0.0996078,0.657525,0.316507,0.144664,0.158684
-2.08482,0.203892,0.473009,0.203604,0.641159,0.283767,0.19682,0.131484
-2.01075,0.275354,0.413706,0.207447,0.667173,0.213578,0.198481,0.18638
-2.13383,0.181356,0.567447,0.0804778,0.554537,0.200256,0.258424,0.201166
-2.04514,0.277131,0.480854,0.15421,0.641387,0.130991,0.192464,0.22864
-2.0005,0.140613,0.418944,0.213695,0.676098,0.138601,0.0589575,0.0786145
-2.11992,0.32012,0.492993,0.149678,0.656412,0.157941,0.147321,0.188793
-2.03763,0.223392,0.525853,0.117304,0.583602,0.095411,0.116501,0.0411419
-2.03033,0.111488,0.438096,0.20214,0.620922,0.139157,0.078594,0.0044839
-2.09185,0.11306,0.642773,0.0926109,0.649375,0.273925,0.222056,0.177258
-1.95943,0.11354,0.528018,0.057549,0.607873,0.303653,0.230907,0.240996
-1.86331,0.133251,0.407437,0.217041,0.517097,-0.0309626,0.192572,-0.0462192
-2.022,0.180566,0.557008,0.0743858,0.672719,-0.280327,0.0476647,-0.115537
-2.12458,0.243827,0.537847,0.148689,0.577246,0.166687,0.0364728,-0.0238959
-2.06798,0.317959,0.511879,0.266952,0.521748,0.169263,0.0268102,0.0552105
-1.87768,0.196639,0.473919,0.132439,0.400031,0.132317,0.034998,0.0301277
-2.15147,0.272115,0.492388,0.128238,0.654082,0.00102117,0.0801088,-0.0647332
-1.91194,0.240848,0.46476,0.157955,0.554718,0.0333201,0.128208,0.0342664
-1.95926,0.310095,0.434008,0.200274,0.548956,0.00614424,0.25916,0.0197377
-2.03569,0.25221,0.578591,0.0427335,0.611687,0.102545,0.00164005,0.098702
-2.0953,0.33649,0.574782,0.123183,0.575735,0.175081,0.162009,-0.0526
-1.82298,0.24027,0.525016,0.105749,0.469676,0.318236,0.29589,0.346021
-1.90841,0.269663,0.56987,0.130891,0.581875,0.337377,0.277526,0.288781
-2.11659,0.368251,0.522837,0.164208,0.530221,0.331845,0.227845,0.161974
-2.0664,0.308403,0.468517,0.114789,0.412093,0.292203,0.432473,0.281839
-1.86259,0.356364,0.431218,0.125885,0.452963,0.0743019,0.222483,0.319938
-1.92786,0.271404,0.411815,0.20579,0.470761,0.15289,-0.0134938,0.133844
-1.94044,0.316082,0.462561,0.0729004,0.477595,0.0176873,0.150066,0.024018
-2.08241,0.177251,0.534327,0.206667,0.482054,0.05896,0.126405,0.0257173
-2.00314,0.175268,0.457272,0.11478,0.640019,0.0745186,0.034202,-0.149231
-2.00536,0.260128,0.470544,0.124202,0.622369,0.060495,0.0268547,0.047933
-2.02397,0.238457,0.485307,0.0860181,0.539356,0.0337522,0.0511597,0.0212824
-2.11472,0.28686,0.52879,0.112854,0.487898,0.00233273,0.0792721,0.0139416
-1.9966,0.147511,0.547143,0.253625,0.536774,0.0534662,-0.083336,-0.126722
-2.0353,0.181249,0.575853,0.184792,0.524238,0.00624036,-0.0286296,-0.135036
-2.168,0.265877,0.726738,0.209833,0.502886,0.225447,0.202885,0.134743
-2.24831,0.296567,0.618955,0.00640282,0.555426,0.12593,0.192787,0.076139
-2.1806,0.29116,0.483466,0.163368,0.534075,0.150743,0.226743,0.177084
-2.08719,0.342504,0.346088,0.180531,0.553824,0.219172,0.241363,0.148224
-2.18276,0.32691,0.422112,0.237548,0.541653,0.135158,0.131756,0.133863
-2.02942,0.283215,0.637005,0.247574,0.429264,0.0898926,0.0875715,0.0251508
-2.03472,0.157894,0.496896,0.00892894,0.633701,0.228515,0.138408,0.0142316
-2.00937,0.283922,0.489263,0.235688,0.60138,0.212171,0.188664,0.356262
-1.94637,0.303982,0.46116,0.181111,0.577904,0.0413198,-0.0192089,-0.019495
-2.08941,0.217584,0.535693,0.236679,0.642288,0.203134,0.148123,-0.00455852
-2.00302,0.361066,0.594099,0.0255971,0.589289,0.107439,0.139775,0.0408332
-2.08366,0.247956,0.377259,0.25934,0.687738,0.0543786,0.123725,0.00346572
-2.16648,0.306277,0.469353,0.217555,0.596902,0.126842,0.269866,0.141496
-2.12692,0.365239,0.400111,0.0914286,0.610754,0.113719,0.31346,0.162417
-2.13339,0.437631,0.527309,0.0443047,0.586646,0.159955,0.262856,0.160537
-2.00977,0.453411,0.467661,0.143066,0.387905,0.270687,0.142194,0.175526
-1.87975,0.313514,0.431689,0.117939,0.398669,0.0873373,0.17061,0.161364
-1.99978,0.335121,0.347889,0.260193,0.447586,-0.00377368,0.16181,0.0533171
-1.98518,0.254292,0.58205,0.0642207,0.547698,0.0707942,0.0156376,-0.0225558
-2.06354,0.338195,0.552682,0.0114166,0.598338,0.151101,-0.0053893,-0.00537784
-1.95114,0.167545,0.623098,0.146769,0.550163,-0.0279664,0.0246486,-0.113487
-1.9173,0.110633,0.570111,0.0159445,0.507323,-0.00542166,0.0321144,0.0325291
-2.06045,0.341522,0.590096,0.0354323,0.707893,-0.0767198,0.130886,0.178567
-1.97454,0.321341,0.367155,0.198876,0.542745,0.0781418,0.125451,0.133515
-2.05754,0.223809,0.464488,0.168159,0.511275,0.0683508,-0.0369587,0.0975688
-2.08405,0.245547,0.607149,0.0908587,0.546311,0.141847,0.123684,-0.0175707
-2.11633,0.311467,0.6456,0.022949,0.512337,0.155489,0.0153492,0.0468463
-2.09764,0.112681,0.670541,0.225877,0.554003,-0.067962,0.0517797,0.0570898
-2.10918,0.129007,0.690727,0.210438,0.665269,0.045927,0.13125,-0.186277
-2.13011,0.282646,0.677542,0.1729,0.566716,-0.0477542,-0.0233501,0.0308427
-1.94972,0.323929,0.454852,0.016252,0.480157,0.238483,0.0456884,0.0719866
-1.95251,0.203804,0.423682,0.178958,0.631445,0.149813,0.149795,0.0991273
-2.01251,0.264812,0.462352,0.168475,0.582467,0.160378,0.185487,0.204771
-2.01644,0.184658,0.601023,0.123834,0.54012,0.174835,0.22793,0.114759
-2.01017,0.304816,0.502685,0.0772945,0.586983,0.117277,0.201789,0.185152
-1.98912,0.154858,0.526725,0.154236,0.560061,0.165831,0.232334,0.128719
-2.00306,0.259734,0.439399,0.19996,0.515557,-0.0396148,0.0789131,0.0299329
-2.07485,0.247948,0.45081,0.175693,0.543277,0.116438,0.111563,0.117138
-2.14007,0.25942,0.542886,0.0903064,0.662702,0.157077,0.133917,0.183846
-2.10918,0.422301,0.530718,0.00733235,0.649693,0.179217,0.131278,0.204461
-2.04175,0.418965,0.311231,0.10724,0.638859,0.256936,0.237795,0.187486
-2.1385,0.308725,0.47798,0.105495,0.543225,0.291776,0.303275,0.239573
-2.04179,0.305556,0.478939,0.198978,0.635869,0.214835,0.256337,0.220138
-2.07247,0.218749,0.450582,0.0405791,0.665413,-0.0223592,0.142395,0.0589186
-2.0625,0.247693,0.484756,0.0815186,0.616293,-0.00626333,0.108168,0.051489
-2.00882,0.253979,0.508445,0.0808434,0.57895,0.0982016,0.207353,0.0158935
-2.01916,0.280161,0.590003,0.0765955,0.431069,0.158119,0.128076,-0.00894693
-2.05887,0.287474,0.494757,0.23744,0.581875,0.172561,0.0672104,0.104804
-1.94663,0.371857,0.487291,0.152113,0.43944,-0.00344598,0.0524369,0.0640872
-2.05559,0.182793,0.582615,0.139056,0.481409,-0.108284,0.123538,-0.0128008
-2.0503,0.328463,0.622661,-0.0213685,0.495801,0.0158437,0.127031,-0.079034
-1.88978,0.279196,0.513756,0.00575653,0.48862,0.182085,0.0274391,0.0851171
-1.91603,0.268108,0.419829,0.169478,0.566674,0.150332,0.017445,0.113111
-1.95021,0.198454,0.412901,0.197587,0.529214,0.134074,0.111615,0.092981
-2.13589,0.266728,0.497574,0.281451,0.457586,0.163449,0.23222,0.0320481
-1.96543,0.316214,0.437744,0.210743,0.496778,0.168105,0.12983,0.181404
-1.90685,0.375333,0.380755,0.179093,0.496085,0.154662,0.0825814,0.17278
-2.05536,0.341751,0.366981,0.153116,0.552576,0.122568,0.23215,0.149761
-2.02709,0.253323,0.561149,0.133999,0.567166,0.103842,0.0981055,0.132401
-2.06707,0.298145,0.578622,0.0515845,0.55396,0.312276,0.145365,0.168176
-1.98186,0.303391,0.491919,0.185992,0.571099,0.031742,0.177974,0.0103988
-1.96402,0.269018,0.432013,0.15092,0.561939,0.0851788,0.0826685,0.163265
-1.95334,0.171517,0.575138,0.119435,0.562008,0.137588,0.131118,0.0190808
-2.02288,0.229308,0.483651,0.094559,0.508484,0.21045,0.156691,0.175405
-1.99931,0.313185,0.542678,0.13816,0.54132,0.145386,0.213363,0.140021
-2.04776,0.278325,0.62275,0.233101,0.537729,0.197411,0.169035,0.135874
-2.0534,0.233899,0.552789,0.2488,0.557835,0.135675,0.216952,0.0763418
-1.99516,0.272024,0.543197,0.203302,0.468557,0.120488,0.109179,0.157427
-2.12124,0.280222,0.526602,0.110753,0.579344,0.0635976,0.345551,0.195784
-1.96136,0.131721,0.505778,0.146309,0.591876,0.1521,0.0133338,0.111755
-2.00379,0.290655,0.521009,0.183898,0.542766,0.0473266,0.0497541,-0.0549487
-2.05579,0.206252,0.529363,0.206654,0.563764,0.0829803,0.0720849,0.0554835
-2.00101,0.359246,0.553,0.054072,0.572077,0.0719795,0.132051,0.0428885
-1.96768,0.24975,0.518105,0.0976334,0.533156,-0.0158304,0.0418725,0.0838328
-1.94854,0.319085,0.365169,0.0967194,0.617611,-0.00632004,0.141643,0.0457841
-1.88625,0.163276,0.49657,0.15029,0.592439,0.210325,0.10996,0.0552394
-1.89766,0.198713,0.505302,0.191347,0.547766,0.0452952,0.0760291,0.0890151
-2.05117,0.310274,0.535934,0.242834,0.377611,0.0412671,0.0187204,-0.0433518
-2.07514,0.403205,0.489193,0.032189,0.609562,0.079695,0.0582539,0.10973
-2.04954,0.409134,0.453464,0.171538,0.401838,0.0738979,0.203538,0.0706375
-1.9531,0.471038,0.379285,0.158978,0.485526,0.183381,0.080065,-0.0116374
-2.03004,0.40038,0.490604,0.156143,0.530778,0.195095,0.173926,0.172584
-2.16516,0.276499,0.461544,0.234967,0.582266,0.164456,0.102722,0.0544768
-2.17778,0.181863,0.473999,0.115112,0.600487,0.0361074,0.180602,0.0389915
-2.27605,0.307472,0.476956,0.223333,0.587885,0.0140792,0.262058,0.00872874
-2.06743,0.336811,0.665502,0.113617,0.482686,0.242964,0.38077,0.144792
-2.06547,0.352356,0.446092,0.114759,0.612016,0.182947,0.35564,0.109256
-1.99875,0.278423,0.475755,0.153254,0.641654,0.14152,0.347386,0.216286
-2.03389,0.411972,0.542924,0.0854998,0.550362,0.339059,0.242523,0.239499
-2.04918,0.0891011,0.586947,0.190301,0.55816,0.122933,0.0995814,0.178431
-1.91813,0.282054,0.582439,0.036181,0.448983,0.17633,0.0716229,0.0926841
-1.92597,0.291717,0.481239,0.0831872,0.627795,0.266372,0.14644,0.186789
-2.07389,0.341541,0.321244,0.225192,0.663815,0.0378739,0.216368,0.202272
-2.12141,0.349922,0.699438,0.0726489,0.687794,0.122549,0.0184732,-0.160539
-1.96653,0.122639,0.512839,0.0796344,0.724392,0.0252187,0.0405649,-0.0753053
-1.94473,0.266972,0.502421,-0.00815091,0.698848,0.097471,0.149354,0.125641
-2.12082,0.296114,0.466958,0.184465,0.51507,0.118731,0.121574,0.16286
-2.0628,0.159813,0.498015,0.128246,0.585178,0.0288657,0.123446,-0.0422412
-2.11517,0.0925959,0.623377,0.19695,0.581413,0.230961,0.116913,-0.0636332
-1.94104,0.216575,0.512271,0.15587,0.547872,0.173117,0.198708,0.190356
-2.06176,0.307067,0.492045,0.115111,0.595691,0.140025,0.0170117,-0.0514382
-1.94966,0.267656,0.484626,0.209303,0.479961,0.129315,0.264682,0.150576
-2.08767,0.333219,0.513336,0.167319,0.513613,0.205238,0.261524,0.126108
-2.12236,0.34132,0.534442,0.21642,0.541599,0.188489,0.301731,0.162673
-2.06249,0.238942,0.382098,0.309878,0.529421,0.234624,0.174376,0.119264
-2.0302,0.205198,0.549938,0.257558,0.533365,0.282695,0.165286,0.0970868
-1.96019,0.365563,0.506019,0.0958759,0.545342,0.122166,0.227172,-0.00308654
-2.10971,0.339862,0.4533,0.280262,0.544832,0.225603,0.196609,0.0854566
-2.08657,0.226605,0.473122,0.309126,0.579377,0.277543,0.221563,0.137215
-2.06165,0.277999,0.494422,0.176145,0.611211,0.28502,0.100422,0.190381
-2.17318,0.378027,0.39062,0.164109,0.591221,0.214126,0.0977397,0.174197
-2.04534,0.306901,0.481094,0.165434,0.671569,0.19938,0.320719,0.157055
-2.03795,0.378424,0.423368,-0.0307148,0.580864,0.108858,0.248117,0.121937
-1.9442,0.263665,0.435023,0.254795,0.664982,0.124755,0.0245123,-0.0124594
-1.94059,0.34723,0.567933,0.145984,0.439087,0.0312086,0.201586,0.0874478
-2.10633,0.205144,0.402082,0.228048,0.483393,0.231322,0.313535,0.212333
-2.11552,0.303039,0.426351,0.237977,0.65571,0.200077,0.178311,0.0438001
-2.10775,0.107616,0.562122,0.103973,0.709725,0.235499,0.203496,0.145223
-2.0777,0.27923,0.564003,-0.0457837,0.624281,0.0823656,0.106158,0.127008
-1.96215,0.325652,0.429836,0.199505,0.624923,0.225826,0.175061,0.130371
-2.04483,0.329111,0.366686,0.160347,0.642957,0.209364,0.0271686,0.0309013
-1.95396,0.365799,0.467557,0.0698294,0.573404,-0.00420714,0.117494,0.0802986
-2.08729,0.306798,0.409895,0.213013,0.534834,0.149152,0.172666,0.088568
-2.0981,0.205415,0.348876,0.0864975,0.726139,0.115068,0.00740224,0.0392291
-2.10242,0.148227,0.696077,0.341747,0.60444,0.257853,0.112151,-0.00217077
-2.08397,0.305808,0.474623,0.0266362,0.540324,0.0942193,0.222948,-0.0815158
-1.93027,0.27613,0.597961,0.134302,0.491876,0.0358256,0.185219,0.164904
-1.96553,0.215443,0.524956,0.151536,0.43502,0.156226,0.168572,0.0946262
-2.0406,0.303248,0.444215,0.0566301,0.619958,0.0720254,0.0897109,0.151513
-2.06651,0.184207,0.533802,0.126181,0.491517,0.157225,0.187042,-0.0506917
-2.0927,0.210836,0.517683,0.229667,0.593713,0.251814,0.171421,0.246411
-1.86881,0.221344,0.449252,0.115833,0.538026,0.158642,0.273587,-0.00534211
-1.8352,0.264108,0.458147,0.116388,0.585924,0.0750046,0.167903,0.105635
-1.91821,0.389767,0.504445,0.209253,0.440458,-0.00852496,0.0508792,-0.0886965
-2.01645,0.381507,0.362206,0.0999927,0.48966,0.127184,0.164014,0.133607
-1.98111,0.353477,0.381911,0.0285346,0.438071,0.194587,0.304743,0.171164
-2.04705,0.382966,0.428187,0.224771,0.456062,0.125117,0.394207,0.229513
-1.94446,0.320102,0.376445,0.0402841,0.622882,0.248937,0.108605,0.188746
-2.03279,0.277928,0.366372,0.203099,0.616399,0.224832,0.133243,0.147043
-1.96229,0.265699,0.428799,0.192705,0.588224,0.241743,0.24298,0.261944
-2.00821,0.277119,0.41293,0.132818,0.632259,0.131822,0.11729,0.184184
-2.05483,0.33317,0.445473,0.110083,0.54842,0.12177,0.251,0.113948
-2.05581,0.149637,0.611018,0.0924279,0.612347,0.178736,0.210088,0.162888
-2.05097,0.397176,0.46289,0.179281,0.669195,0.0132723,0.150327,0.0655359
-2.02188,0.225974,0.488114,0.121266,0.527206,0.0731848,0.204329,0.0846063
-2.06344,0.266349,0.591059,0.0804799,0.561682,0.0900645,0.155091,0.0151173
-2.10212,0.163581,0.511134,0.100223,0.633725,0.128972,0.0523855,0.126096
-2.15262,0.255711,0.499233,0.0623543,0.764676,0.221064,0.1386,0.0220602
-1.99064,0.372717,0.345647,0.127912,0.754202,0.0417774,0.114371,0.0439728
-2.02058,0.307766,0.631388,0.0794509,0.341352,0.106961,0.148883,0.0194276
-2.04006,0.268057,0.631876,0.124038,0.366089,0.141832,0.174995,0.139596
-1.97979,0.25729,0.488384,0.146462,0.537456,0.042531,0.120306,0.0932114
-1.91699,0.200599,0.584318,0.0221505,0.477218,0.0905668,0.136727,0.045024
-1.91112,0.198673,0.646498,-0.0376107,0.668186,0.0595714,0.153552,0.0442846
-1.99346,0.255813,0.452482,0.245411,0.421599,0.183501,0.146936,0.157326
-2.02323,0.232495,0.545128,0.0280435,0.606129,0.00894497,0.0769308,-0.0344668
-2.08495,0.35215,0.389959,0.209422,0.609121,0.0713031,0.14657,0.0715619
-1.92659,0.219777,0.159088,0.35753,0.5928,0.172557,0.148208,0.0853431
-2.1377,0.359778,0.247913,0.307292,0.667951,0.029508,0.147105,0.0528626
-2.13889,0.172829,0.473285,0.13919,0.672812,0.0350205,-0.00518951,-0.0268252
-2.10976,0.175224,0.49676,0.237143,0.600481,0.155353,0.13821,-0.0306294
-2.04467,0.267414,0.620109,0.134751,0.607831,0.295509,0.210827,0.0884141
-2.08737,0.133571,0.564806,0.222217,0.578622,-0.154856,0.14873,0.0143731
-2.15245,0.464647,0.519346,0.00704748,0.560767,0.0739354,0.0266226,0.00804877
-2.09766,0.361536,0.420899,0.171499,0.547619,-0.0190196,-0.0311382,0.0900903
-1.96044,0.388855,0.508686,0.0287796,0.597598,-0.00489485,0.104548,-0.00931779
-2.12378,0.182787,0.53093,0.239376,0.592825,0.0569514,0.0795598,-0.00511589
-2.12876,0.349102,0.726763,0.208387,0.476118,0.189854,0.054076,0.0411435
-2.03657,0.258451,0.360084,0.23469,0.591217,0.0988796,0.333506,0.30817
-2.09114,0.269439,0.487884,0.120186,0.655755,0.154165,0.139739,0.196443
-1.97241,0.214539,0.452604,0.151555,0.506918,0.126325,0.183709,0.212195
-2.02515,0.249037,0.556841,0.144473,0.550307,0.296863,0.189939,0.176596
-2.12116,0.216492,0.446304,0.269943,0.760311,0.279958,0.202785,0.12567
-2.09017,0.31738,0.422322,0.192028,0.611413,0.0699192,0.0631159,-0.0136508
-1.87364,0.288216,0.476139,0.0468775,0.546493,0.06082,0.0277501,0.140753
-1.8788,0.254367,0.486244,0.0793307,0.498262,0.0220316,0.0620743,0.132542
-1.89064,0.208404,0.503297,0.10463,0.630328,0.289647,0.0795668,0.0690135
-1.83775,0.153435,0.423633,0.0781264,0.541048,0.225778,0.10658,0.102526
-1.942,0.235551,0.510096,-0.02465,0.648808,0.133063,0.140958,0.0409971
-1.92303,0.231938,0.499042,0.17569,0.470415,0.0772914,0.193514,0.168779
-2.01368,0.324567,0.422596,0.0738226,0.583199,0.0228168,0.0330301,0.164916
-2.16952,0.217657,0.571392,0.173409,0.605013,0.169452,0.0341228,0.223555
-2.03533,0.281137,0.465059,0.0765768,0.791873,0.309273,0.16312,-0.113142
-2.06969,0.161219,0.459943,0.167127,0.596385,0.13138,0.214982,0.203954
-1.98753,0.258407,0.5648,0.179482,0.463738,0.0798754,0.261013,0.230672
-2.04104,0.284023,0.586449,0.240478,0.469986,0.290054,0.229611,0.240564
-2.06052,0.331274,0.370353,0.0575136,0.611579,0.210085,0.0898416,0.237945
-1.98705,0.294774,0.43417,0.105656,0.587031,0.130515,0.158632,0.132932
-2.116,0.242866,0.443524,0.1314,0.631933,0.0869604,0.105726,0.0739413
-2.15881,0.387317,0.507092,0.075161,0.611577,0.23076,0.0897896,0.0932153
-2.13188,0.213018,0.648371,0.0921679,0.577443,0.151865,0.142898,0.174189
-2.05506,0.34179,0.643243,0.0299129,0.543308,0.0568711,0.0332339,-0.0355131
-2.01765,0.284514,0.643779,0.147641,0.443598,0.225785,-0.00893004,0.0945755
-2.01655,0.218725,0.466873,0.125986,0.690024,0.206063,0.209693,0.0189694
-1.97372,0.161709,0.48594,0.16297,0.586068,0.0935621,0.119333,0.0512305
-1.98824,0.186292,0.561543,0.152474,0.531007,0.0197282,0.14341,0.0412887
-1.99651,0.243095,0.536107,0.207895,0.529344,0.194643,0.201732,0.256128
-1.92281,0.33862,0.47013,0.168878,0.514834,0.228127,0.248303,0.207633
