"beta0","beta[1]","beta[2]","beta[3]","beta[4]","beta[5]","beta[6]","beta[7]","zbeta0","zbeta[1]","zbeta[2]","zbeta[3]","zbeta[4]","zbeta[5]","zbeta[6]","zbeta[7]","guess"
-4.20846,0.00677195,0.000780534,0.000239675,0.0005446,-0.107256,0.236725,0.0151735,-2.01746,0.143518,0.410194,0.171752,0.700045,-0.0322319,0.0984542,0.00730652,0.00844629
-4.29639,0.00958884,0.000795601,8.00308e-05,0.000466641,-0.163792,0.276945,0.185416,-1.9344,0.203216,0.418112,0.0573505,0.599834,-0.049222,0.115182,0.0892837,0.0058957
-4.56787,0.0112061,0.00098378,0.000180691,0.000437366,-0.103308,-0.233854,-0.034906,-2.03089,0.237491,0.517006,0.129484,0.562204,-0.0310455,-0.0972602,-0.0168083,0.0092779
-4.58825,0.0141589,0.000759031,0.000109742,0.000455717,-0.148869,0.195101,-0.124191,-1.87748,0.300071,0.398894,0.0786417,0.585792,-0.0447374,0.0811427,-0.059802,0.021442
-3.95358,0.00902593,0.000736077,7.00969e-05,0.00043784,-0.0686436,-0.00758941,-0.179409,-1.92598,0.191287,0.386831,0.0502318,0.562813,-0.0206284,-0.00315644,-0.086391,0.0130909
-4.54591,0.0122215,0.000784006,3.66691e-05,0.000546504,0.0926214,0.125552,-0.080974,-1.9532,0.259011,0.412019,0.0262773,0.702494,0.0278341,0.052217,-0.0389915,0.0192701
-4.66409,0.0113903,0.000722416,0.000213309,0.00044561,0.192597,0.392325,0.0964046,-2.05584,0.241394,0.379651,0.152859,0.572801,0.0578781,0.163168,0.0464217,0.0197878
-4.5021,0.0118578,0.000724844,0.000305332,0.000437753,0.0872464,-0.0563573,-0.155228,-1.98208,0.251303,0.380927,0.218802,0.562701,0.0262188,-0.023439,-0.074747,0.00441042
-4.13484,0.00967998,0.000832047,3.50796e-05,0.000435851,0.104666,0.200718,0.0255107,-1.8533,0.205148,0.437265,0.0251382,0.560256,0.0314537,0.0834788,0.0122842,0.000414665
-4.45624,0.010838,0.00065327,4.08687e-05,0.000535201,0.074512,0.490337,-0.00120999,-2.01525,0.229689,0.343313,0.0292867,0.687964,0.0223919,0.203931,-0.000582649,0.00861381
-4.49285,0.0102255,0.00091447,0.00015307,0.000431893,0.0967284,0.386136,0.0853709,-1.94101,0.216709,0.480581,0.109691,0.555169,0.0290683,0.160594,0.0411087,0.0190328
-4.55951,0.0112177,0.000842585,0.000153306,0.000569258,-0.170868,-0.310206,-0.285014,-2.11341,0.237736,0.442803,0.10986,0.731741,-0.0513484,-0.129015,-0.137243,0.0166171
-4.17551,0.00892148,0.000794359,0.000134561,0.000513178,-0.23358,-0.0365313,-0.407759,-2.08491,0.189073,0.417459,0.0964269,0.659655,-0.0701942,-0.0151934,-0.196348,0.0265018
-4.5341,0.0116391,0.000929411,6.03572e-05,0.000526711,-0.105478,-0.00311193,-0.200106,-1.99003,0.246668,0.488433,0.0432523,0.67705,-0.0316976,-0.00129425,-0.096357,0.0241753
-4.19227,0.00829223,0.000803528,9.08027e-05,0.000457386,0.125858,0.305723,0.0538408,-1.98003,0.175737,0.422278,0.0650697,0.587939,0.0378221,0.12715,0.025926,0.00032032
-4.57219,0.0105289,0.00087496,0.000192465,0.000500052,0.331962,0.112452,-0.175402,-2.04144,0.223139,0.459818,0.137922,0.642783,0.0997594,0.0467687,-0.0844612,0.00783558
-4.35703,0.00896202,0.000900075,0.000155971,0.000516211,-0.064068,0.171742,-0.0924753,-1.98281,0.189932,0.473016,0.11177,0.663553,-0.0192534,0.0714275,-0.0445297,0.00248781
-3.83863,0.00680608,0.00068748,8.01384e-05,0.000456174,0.22294,0.0576003,0.0085293,-1.94815,0.144241,0.361291,0.0574276,0.58638,0.0669967,0.023956,0.00410712,0.0172793
-4.77651,0.0111008,0.000842635,0.000212635,0.000488097,0.52819,0.329625,0.202748,-2.0007,0.235259,0.44283,0.152375,0.627415,0.158729,0.137091,0.0976293,0.0116183
-4.82794,0.0144207,0.000700041,7.76863e-05,0.000497513,-0.0220919,0.188842,0.13406,-2.00465,0.305617,0.367892,0.0556704,0.639519,-0.00663893,0.0785395,0.0645542,0.00535493
-4.7518,0.0155738,0.000705337,5.62482e-05,0.000509689,-0.304195,0.0325038,-0.1611,-1.97241,0.330056,0.370676,0.0403077,0.65517,-0.0914149,0.0135183,-0.0775747,0.0186067
-4.31235,0.0110773,0.000793044,0.000326038,0.000399214,-0.407522,-0.20308,-0.163748,-1.93887,0.234762,0.416768,0.233641,0.513161,-0.122466,-0.0844609,-0.0788498,0.00210616
-4.00506,0.00995559,0.000604879,-7.87384e-06,0.000530585,-0.0990624,-0.0781475,-0.16611,-1.94357,0.210989,0.317882,-0.00564243,0.68203,-0.0297697,-0.0325016,-0.0799871,0.00243104
-4.12149,0.00931649,0.000858351,4.44198e-05,0.000488827,0.0879424,0.0206533,-0.162875,-1.90161,0.197444,0.451089,0.0318314,0.628353,0.026428,0.00858974,-0.0784291,0.00234837
-4.29598,0.0105814,0.000691952,0.000197348,0.000461397,-0.139431,0.0560255,0.0118343,-1.93188,0.224253,0.363641,0.141421,0.593094,-0.041901,0.023301,0.00569856,0.0150175
-4.3031,0.0102038,0.000638672,0.000128951,0.000530738,0.0189063,0.205685,-0.0108057,-1.95232,0.21625,0.335641,0.0924069,0.682227,0.00568162,0.0855445,-0.00520327,0.00419421
-4.41227,0.0106458,0.000722563,9.0244e-05,0.000502308,0.224139,0.108102,-0.123659,-2.05394,0.225616,0.379729,0.0646693,0.645682,0.067357,0.0449598,-0.0595454,0.00547142
-3.70873,0.00505232,0.000891602,4.94536e-05,0.00051785,0.131519,0.174809,-0.0200131,-1.79844,0.107074,0.468564,0.0354387,0.665661,0.0395233,0.072703,-0.00963691,0.0141861
-4.27206,0.0133342,0.000630835,1.80964e-05,0.000481003,-0.0851993,0.0306369,-0.177906,-1.83974,0.282592,0.331523,0.012968,0.618296,-0.0256036,0.0127419,-0.0856671,0.00205462
-3.93764,0.00983625,0.000559743,0.00011854,0.000471109,0.182017,-0.0540889,-0.0168054,-1.80743,0.20846,0.294162,0.0849461,0.605578,0.0546987,-0.0224956,-0.00809232,0.000484044
-4.25909,0.0127471,0.000302011,0.000157865,0.000546656,0.17309,0.173794,-0.0226061,-1.84523,0.270149,0.158716,0.113127,0.702688,0.0520161,0.072281,-0.0108855,0.0047165
-4.3399,0.0112024,0.000499642,0.000135313,0.000551678,0.550384,0.235161,0.0596004,-1.87249,0.237412,0.262577,0.0969656,0.709144,0.165399,0.0978037,0.0286994,0.00138187
-4.50677,0.0119056,0.000594105,0.000176228,0.000511681,0.343197,-0.0503762,-0.00401616,-2.01298,0.252316,0.31222,0.126286,0.65773,0.103136,-0.0209515,-0.0019339,0.00285937
-4.4776,0.00771907,0.00090318,0.000141604,0.000553189,0.370342,0.230424,0.0688602,-2.08885,0.16359,0.474648,0.101474,0.711086,0.111293,0.0958333,0.0331583,0.0255212
-4.65611,0.011833,0.000850208,9.48027e-05,0.000512669,0.205839,-0.00759307,-0.112845,-2.07933,0.250777,0.44681,0.0679361,0.659,0.0618575,-0.00315796,-0.0543385,0.0144943
-4.0946,0.00654783,0.00084002,6.15413e-05,0.000512361,0.329673,0.186117,0.259158,-1.93412,0.138768,0.441456,0.0441008,0.658604,0.0990716,0.0774063,0.124792,0.0106755
-4.00382,0.00733455,0.000754272,0.000158007,0.000475295,0.0268672,-0.156186,0.0931121,-1.95957,0.155441,0.396393,0.113229,0.610959,0.00807399,-0.0649577,0.0448363,0.0010816
-4.24063,0.00988895,0.000862476,-1.19474e-05,0.000474154,0.146393,0.0252693,-0.0373606,-1.96271,0.209577,0.453257,-0.00856159,0.609492,0.0439932,0.0105095,-0.0179903,0.00558343
-4.72465,0.0140021,0.000757436,6.95153e-05,0.000470259,-0.0123213,0.0915802,-0.0704017,-2.03583,0.296747,0.398056,0.049815,0.604486,-0.00370272,0.0380883,-0.0339005,0.0069749
-4.37205,0.0100795,0.000752513,9.58681e-05,0.000511098,-0.216518,0.0390741,0.0341845,-2.03981,0.213616,0.395468,0.0686995,0.656981,-0.0650668,0.0162509,0.0164609,0.0195991
-4.16598,0.00794115,0.000668374,0.00022023,0.000526613,0.267899,0.00688178,-0.0431225,-2.00417,0.168297,0.351251,0.157818,0.676925,0.0805076,0.00286214,-0.0207648,0.0180137
-4.20999,0.00830968,0.000905089,0.00011941,0.00045982,0.453402,-0.199625,0.0137713,-1.98758,0.176107,0.475651,0.0855697,0.591066,0.136254,-0.0830241,0.0066313,0.00250623
-4.3003,0.0108281,0.000565831,8.13769e-05,0.000520103,-0.0135642,0.352789,0.0411403,-1.93768,0.229481,0.297361,0.0583151,0.668557,-0.00407623,0.146725,0.0198103,0.000857458
-4.66181,0.0135691,0.000491218,0.000294534,0.00053201,-0.0820141,0.227294,-0.0515947,-1.9505,0.28757,0.25815,0.211064,0.683862,-0.0246464,0.0945318,-0.0248444,0.00321611
-4.0941,0.00824466,0.000828677,-5.12837e-05,0.000557584,0.271246,0.0121667,0.0819955,-1.90142,0.174729,0.435494,-0.0367502,0.716735,0.0815132,0.00506012,0.0394834,0.00073528
-5.05699,0.0167957,0.000824585,-2.44556e-05,0.000511956,0.115003,0.030745,-0.0498435,-2.03045,0.355951,0.433344,-0.017525,0.658085,0.0345601,0.0127869,-0.0240012,0.0131656
-4.01536,0.00734934,0.000809023,0.000173262,0.000463603,0.0292473,0.0521485,-0.0673742,-1.94143,0.155755,0.425166,0.124161,0.59593,0.00878924,0.0216886,-0.0324427,0.00988717
-4.12903,0.00651889,0.000961834,9.61392e-05,0.000461318,0.228891,0.0977114,-0.0601785,-2.05716,0.138155,0.505473,0.0688938,0.592993,0.0687852,0.0406382,-0.0289778,0.0198513
-4.96818,0.0145973,0.000885675,3.5807e-05,0.000554829,0.10244,-0.023038,-0.186516,-2.10128,0.309361,0.465449,0.0256595,0.713194,0.0307846,-0.00958152,-0.0898133,0.0120806
-4.06964,0.00802153,0.000835125,5.72468e-05,0.000492072,-0.153072,0.108461,-0.0210825,-1.94753,0.17,0.438883,0.0410233,0.632525,-0.0460003,0.0451088,-0.0101519,0.0227706
-4.14443,0.00861529,0.000877739,1.44713e-05,0.000445687,0.377443,0.194796,0.312057,-1.81731,0.182584,0.461278,0.0103702,0.5729,0.113427,0.0810157,0.150265,0.0135078
-4.3409,0.0114107,0.000794464,3.87843e-05,0.000503406,-0.0828931,0.170179,-0.0111679,-1.85849,0.241826,0.417515,0.027793,0.647093,-0.0249106,0.0707774,-0.00537767,0.0120165
-4.19939,0.00713909,0.000889338,0.000102128,0.000524222,0.0632468,0.194981,0.09306,-1.97765,0.151299,0.467374,0.0731854,0.673851,0.0190066,0.0810926,0.0448112,0.0127764
-4.34173,0.0112642,0.000708594,8.55661e-05,0.000530843,0.217874,0.0180389,-0.294433,-1.98063,0.238723,0.372388,0.0613171,0.682361,0.0654742,0.00750238,-0.141779,0.0209165
-4.53351,0.0127579,0.00077394,6.52667e-05,0.00048144,-0.201192,0.068254,-0.0563118,-1.97656,0.270377,0.406729,0.0467704,0.618857,-0.0604611,0.0283869,-0.0271158,0.00349155
-4.01044,0.00907361,0.000749879,-1.66483e-05,0.000443362,-0.0449094,-0.147287,0.00935613,-1.98684,0.192297,0.394084,-0.0119303,0.569911,-0.0134959,-0.0612569,0.00450526,0.00839678
-4.27029,0.0109997,0.000847689,0.000102991,0.000406721,-0.111741,-0.253825,-0.223169,-2.02864,0.233117,0.445486,0.0738041,0.522812,-0.0335798,-0.105566,-0.107463,0.00408892
-4.00104,0.00724692,0.000982753,5.36382e-05,0.000469484,0.0851207,0.0137146,-0.26838,-1.9663,0.153584,0.516466,0.0384374,0.603489,0.02558,0.00570391,-0.129233,0.00258284
-4.3405,0.0106353,0.000732596,0.000102428,0.000509033,0.157976,0.0243829,-0.0637114,-1.96193,0.225394,0.385001,0.0734006,0.654327,0.0474741,0.0101409,-0.030679,0.0229009
-4.43908,0.0106079,0.000826724,8.52028e-05,0.000464135,0.272055,0.366192,0.0930572,-1.91165,0.224814,0.434468,0.0610567,0.596614,0.0817566,0.152299,0.0448099,0.00251425
-4.82282,0.0136621,0.000791197,-1.01905e-05,0.000485503,0.337278,0.168135,0.108552,-2.07105,0.289541,0.415797,-0.00730253,0.62408,0.101357,0.0699275,0.0522711,0.0136498
-4.46098,0.0107108,0.000740947,7.61258e-05,0.000513395,0.0341128,0.167197,0.113143,-1.99902,0.226995,0.38939,0.0545521,0.659933,0.0102514,0.0695374,0.0544818,0.0129955
-4.12395,0.00540481,0.000995148,8.37143e-05,0.000524166,0.367746,-0.0392288,0.0835326,-2.04874,0.114544,0.52298,0.0599901,0.673779,0.110513,-0.0163153,0.0402235,0.0117037
-4.63802,0.0130822,0.000789969,8.14272e-05,0.000445666,0.0349669,0.101512,0.172875,-1.94767,0.277251,0.415152,0.0583512,0.572873,0.0105081,0.0422188,0.0832447,0.00076057
-4.1944,0.0106502,0.000807043,9.90026e-05,0.000521358,-0.413673,-0.158021,-0.409719,-1.9699,0.22571,0.424125,0.0709457,0.670169,-0.124315,-0.0657208,-0.197292,0.0028775
-3.767,0.0061122,0.00082663,0.00014466,0.000499959,-0.236779,-0.0866173,-0.439447,-1.98735,0.129536,0.434419,0.103664,0.642662,-0.0711554,-0.0360242,-0.211607,0.000621861
-4.45441,0.010872,0.00090463,0.000101578,0.000404981,0.259242,0.0373392,-0.0128102,-2.00736,0.23041,0.47541,0.0727911,0.520576,0.0779059,0.0155294,-0.00616849,0.0154333
-4.68645,0.0122964,0.000902932,9.54381e-05,0.000461107,-0.314732,0.211125,-0.0610022,-2.06258,0.260597,0.474518,0.0683914,0.592722,-0.0945816,0.0878069,-0.0293744,0.0195897
-4.462,0.0114961,0.000815647,0.000160858,0.000437468,0.205833,0.0424525,-0.234418,-2.01764,0.243637,0.428647,0.115272,0.562335,0.0618559,0.017656,-0.11288,0.01762
-4.21029,0.00673346,0.000937693,2.80695e-05,0.000584788,0.132127,0.144433,0.256049,-1.92728,0.142702,0.492786,0.0201147,0.751705,0.0397062,0.0600697,0.123295,0.00550556
-3.96392,0.00666524,0.000886483,-1.44123e-05,0.000501639,0.0295925,0.0168706,-0.245163,-2.07744,0.141257,0.465873,-0.0103279,0.644823,0.00889296,0.00701651,-0.118053,0.0294449
-4.21644,0.00797444,0.000919696,0.000110913,0.000529884,0.164728,-0.193008,-0.237325,-2.0642,0.169002,0.483328,0.0794811,0.681129,0.0495032,-0.080272,-0.114279,0.0290244
-3.98928,0.00765579,0.000830586,0.000191797,0.000476499,-0.00663467,-0.23763,-0.386684,-2.02114,0.162249,0.436498,0.137443,0.612506,-0.00199381,-0.0988303,-0.1862,0.0108456
-4.08498,0.00760532,0.000922304,1.6529e-05,0.000456257,0.363935,-0.103424,0.014791,-1.99589,0.16118,0.484698,0.0118448,0.586487,0.109368,-0.043014,0.00712232,0.0157036
-4.54887,0.0110299,0.000803312,0.000157292,0.000474069,0.576105,0.3625,-0.132386,-1.97957,0.233757,0.422165,0.112716,0.609383,0.173128,0.150764,-0.0637478,0.0312815
-4.83349,0.012417,0.000713529,0.000141203,0.000581236,-0.0120696,0.0734837,0.0699015,-2.12053,0.263154,0.374981,0.101186,0.747139,-0.00362708,0.0305619,0.0336597,0.021816
-4.80624,0.0127178,0.00066455,0.000101553,0.000564865,0.220011,0.0119656,-0.114223,-2.2049,0.269529,0.349241,0.0727733,0.726095,0.0661166,0.00497649,-0.0550018,0.0415282
-4.80075,0.0131481,0.000778686,4.04053e-05,0.000540548,0.147174,0.095666,0.0489819,-2.06921,0.278647,0.409223,0.0289546,0.694837,0.0442278,0.0397875,0.0235863,0.0192078
-4.31154,0.0113176,0.000721164,0.000226631,0.000429659,0.256053,0.0224476,-0.124901,-1.877,0.239853,0.378993,0.162405,0.552297,0.0769477,0.00933598,-0.0601438,0.00263933
-4.59524,0.0140076,0.000651618,7.04218e-05,0.000450972,-0.0421144,0.289746,0.130107,-1.89406,0.296864,0.342445,0.0504646,0.579693,-0.012656,0.120505,0.0626503,0.00776713
-4.20102,0.00996557,0.000692171,0.000169636,0.000475681,-0.0109341,0.159693,-0.159721,-1.93507,0.2112,0.363757,0.121562,0.611455,-0.00328584,0.0664166,-0.0769108,0.00043322
-3.79439,0.00694731,0.000698781,0.000109655,0.000441676,0.202241,0.23775,-0.0729406,-1.86581,0.147234,0.36723,0.078579,0.567745,0.0607765,0.0988804,-0.0351231,0.0012579
-4.15972,0.0118926,0.000659677,2.86608e-05,0.000484798,-0.175103,-0.0623394,-0.152334,-1.8698,0.25204,0.34668,0.0205384,0.623174,-0.0526209,-0.025927,-0.0733532,0.00337326
-4.04654,0.00890603,0.000894356,6.51466e-05,0.000470194,-0.117688,0.0505328,-0.210253,-1.88059,0.188746,0.470011,0.0466843,0.604402,-0.035367,0.0210166,-0.101243,0.00295017
-4.31046,0.0105898,0.000730518,0.000189219,0.000468521,-0.226425,-0.0220392,-0.0719509,-1.97063,0.224429,0.383909,0.135595,0.602251,-0.068044,-0.00916612,-0.0346466,0.00345317
-3.5126,0.00386662,0.000675228,9.49226e-06,0.000532293,0.284387,0.173155,-0.0312247,-1.89973,0.0819453,0.354853,0.0068022,0.684226,0.0854625,0.0720154,-0.0150356,0.000306354
-4.14969,0.00921779,0.000803214,1.89151e-05,0.000507321,0.187343,0.116975,0.0236674,-1.88144,0.195353,0.422113,0.0135547,0.652126,0.0562992,0.04865,0.0113966,0.00456383
-4.45018,0.0123849,0.000650205,0.000108913,0.000506503,-0.115506,0.0151778,-0.134327,-1.99787,0.262474,0.341702,0.0780476,0.651075,-0.0347111,0.00631245,-0.0646824,0.00485925
-4.27537,0.00773383,0.000804783,0.000113137,0.000539243,0.494052,0.164443,0.0416794,-2.01034,0.163903,0.422937,0.0810742,0.69316,0.14847,0.0683921,0.0200699,0.00424911
-4.05934,0.00792926,0.000764413,0.000179582,0.000496482,0.294928,-0.0827703,-0.184836,-1.96009,0.168045,0.401722,0.12869,0.638194,0.0886302,-0.0344242,-0.0890039,0.00818597
-4.58314,0.0115391,0.000781683,0.000152833,0.000455748,0.267761,0.0909018,-0.0925336,-2.0764,0.244547,0.410798,0.109521,0.585833,0.0804659,0.0378061,-0.0445577,0.018147
-5.07842,0.0155965,0.000558166,0.00015914,0.000525667,0.124293,0.326433,0.0488439,-2.12711,0.330537,0.293333,0.11404,0.675709,0.0373517,0.135764,0.0235198,0.0213821
-4.30931,0.00865652,0.000686435,0.000180134,0.000524765,0.0147957,0.259671,0.0485122,-2.02451,0.183458,0.360742,0.129085,0.674549,0.00444633,0.107997,0.0233601,0.00811179
-4.24875,0.00837791,0.000819757,0.000152913,0.000528683,0.243324,0.00890498,0.00676718,-1.95655,0.177553,0.430807,0.109578,0.679586,0.0731223,0.00370359,0.0032586,0.0049244
-3.9455,0.00565648,0.000859495,0.000150749,0.000452694,0.226315,0.146838,0.144298,-1.92848,0.119878,0.45169,0.108028,0.581906,0.068011,0.0610699,0.0694841,0.00697261
-3.83614,0.00761788,0.000684292,0.00019238,0.000476681,0.142752,0.106464,-0.190249,-1.82021,0.161446,0.359616,0.137861,0.61274,0.0428989,0.0442786,-0.0916106,0.00145499
-4.31471,0.00832316,0.000869157,2.41857e-05,0.000584213,-0.0196887,0.0338512,-0.0880932,-2.0806,0.176393,0.456768,0.0173316,0.750966,-0.00591675,0.0140787,-0.0424196,0.0144811
-4.23445,0.00837501,0.000955243,0.000179292,0.000445247,-0.0487728,-0.166456,-0.165786,-2.04611,0.177492,0.502009,0.128482,0.572335,-0.0146569,-0.0692291,-0.0798309,0.00327208
-4.3453,0.0113362,0.000816858,0.000207501,0.000404628,-0.21117,-0.183475,-0.0303023,-1.93711,0.240248,0.429283,0.148696,0.520122,-0.0634597,-0.0763075,-0.0145915,0.00507819
-4.53043,0.0114704,0.000701897,0.000146534,0.000464664,0.142938,0.0494911,0.171481,-2.0121,0.243093,0.368868,0.105007,0.597293,0.0429548,0.0205834,0.0825735,0.0131046
-4.40985,0.0109522,0.000859873,2.45487e-06,0.000487228,-0.117768,0.0233024,0.0242292,-1.99683,0.23211,0.451889,0.00175917,0.626298,-0.035391,0.00969148,0.0116671,0.021962
-4.91159,0.0137234,0.000778557,0.000267253,0.000463018,0.153379,0.0416637,0.0335447,-2.05052,0.29084,0.409155,0.191515,0.595177,0.0460926,0.017328,0.0161528,0.0244417
-3.98467,0.006066,0.000942489,4.27358e-05,0.000476124,0.412268,0.242577,0.00183466,-1.92732,0.128557,0.495306,0.0306247,0.612025,0.123893,0.100888,0.000883445,0.0145312
-4.37849,0.00783896,0.001015,8.13539e-05,0.000542259,0.0817398,-0.0773966,0.000694416,-2.0721,0.166131,0.533413,0.0582986,0.697037,0.024564,-0.0321893,0.000334383,0.0139056
-4.36532,0.00749113,0.00104541,0.000220836,0.0004938,0.0539965,0.0484081,-0.0926313,-2.03147,0.15876,0.549396,0.158252,0.634745,0.0162267,0.020133,-0.0446048,0.0287026
-4.16619,0.00887874,0.00093337,5.34015e-05,0.000471612,-0.117168,-0.0434785,-0.0490945,-1.9427,0.188167,0.490514,0.0382677,0.606225,-0.0352108,-0.0180827,-0.0236405,0.00613572
-4.0653,0.0086793,0.00082353,3.61077e-06,0.0004761,0.0130239,0.0370737,0.0705663,-1.90579,0.18394,0.432789,0.0025875,0.611994,0.00391386,0.015419,0.0339798,0.00391098
-3.9957,0.00673913,0.000759969,8.5874e-05,0.000534779,0.253243,0.0206655,-0.0312842,-1.98177,0.142822,0.399387,0.0615378,0.687421,0.0761032,0.00859478,-0.0150643,0.000429705
-3.83442,0.00649229,0.000826358,9.89164e-05,0.000460478,0.235989,0.0444729,-0.0757101,-1.88477,0.137591,0.434276,0.0708839,0.591913,0.0709183,0.0184963,-0.0364567,0.00382293
-3.57908,0.00388973,0.000861789,0.000196142,0.000463115,-0.164181,-0.0666943,-0.256152,-1.93833,0.0824351,0.452896,0.140556,0.595302,-0.0493389,-0.0277382,-0.123345,0.00795521
-3.70488,0.00528107,0.0007101,8.21494e-05,0.000496304,-0.0622122,-0.0967358,0.0502728,-1.96264,0.111922,0.373179,0.0588686,0.637964,-0.0186957,-0.0402325,0.0242079,0.0100192
-4.68764,0.0128323,0.000922205,0.000162541,0.000486054,0.199963,-0.104527,-0.0766998,-1.93503,0.271956,0.484646,0.116477,0.624788,0.0600916,-0.0434729,-0.0369333,0.00852777
-3.99989,0.00948379,0.000610663,4.38052e-05,0.000497637,0.347518,-0.240347,-0.148271,-1.96839,0.20099,0.320922,0.0313911,0.639678,0.104434,-0.0999604,-0.071397,0.0114659
-4.46516,0.0131549,0.000626209,8.08247e-05,0.000486395,0.29006,-0.00290627,-0.135414,-1.95596,0.278792,0.329091,0.0579194,0.625227,0.0871672,-0.00120872,-0.0652059,0.0143642
-4.65595,0.0131818,0.000721688,0.000125447,0.000485237,-0.0524346,-0.0918917,0.0593508,-2.02101,0.279362,0.379269,0.0898958,0.623739,-0.0157574,-0.0382178,0.0285792,0.0188464
-4.37725,0.0103989,0.000786283,5.75621e-05,0.000570728,0.138346,-0.0482887,-0.178577,-2.00657,0.220384,0.413215,0.0412493,0.733631,0.0415751,-0.0200833,-0.0859904,0.00273764
-4.14625,0.0108571,0.000642737,-1.42968e-05,0.000565046,-0.181497,-0.139345,-0.189577,-1.95353,0.230096,0.337777,-0.0102452,0.726328,-0.0545425,-0.0579535,-0.0912874,0.0050522
-4.04803,0.00664783,0.000821117,0.000248729,0.000537272,0.0605226,-0.277653,-0.188015,-2.01269,0.140888,0.431522,0.17824,0.690626,0.0181879,-0.115476,-0.0905351,0.00853249
-4.4206,0.0110562,0.000926252,-3.12122e-05,0.00054149,0.122371,-0.181889,-0.255486,-2.03238,0.234313,0.486773,-0.0223668,0.696048,0.0367743,-0.0756476,-0.123024,0.0100036
-4.75935,0.011185,0.000969851,9.62587e-05,0.00044966,0.491841,-0.150839,0.273351,-2.09502,0.237044,0.509686,0.0689794,0.578007,0.147805,-0.062734,0.131627,0.0324906
-4.33211,0.00828652,0.000805221,7.82697e-05,0.000556081,0.323785,0.28071,-0.0177883,-2.02693,0.175616,0.423168,0.0560885,0.714804,0.0973022,0.116748,-0.0085656,0.0328912
-4.19834,0.00915648,0.000982655,8.49463e-05,0.000482277,-0.088312,-0.186091,-0.149598,-1.93607,0.194053,0.516414,0.060873,0.619933,-0.026539,-0.0773953,-0.0720361,0.0173567
-4.30676,0.00892094,0.000932993,0.000134346,0.000460754,0.187848,-0.0903531,-0.0753384,-2.01898,0.189061,0.490316,0.0962729,0.592268,0.0564512,-0.0375779,-0.0362778,0.00370951
-3.89223,0.00682962,0.00087016,4.58409e-05,0.000494904,-0.0190154,-0.15082,-0.0981161,-1.95055,0.14474,0.457295,0.0328498,0.636165,-0.0057144,-0.0627262,-0.0472459,0.00420483
-4.38603,0.0125348,0.000786809,2.65132e-05,0.000492998,-0.261801,0.0308063,-0.212384,-1.93118,0.265649,0.413492,0.0189995,0.633715,-0.0786749,0.0128123,-0.10227,0.000709413
-4.11827,0.00960567,0.000726708,9.83833e-05,0.000506055,-0.0313497,-0.203527,-0.205192,-1.98389,0.203573,0.381907,0.070502,0.650499,-0.00942103,-0.084647,-0.0988064,0.00735822
-4.29872,0.00966938,0.000697825,0.000229294,0.000454788,-0.0265433,0.180839,-0.230493,-2.06175,0.204923,0.366728,0.164314,0.584598,-0.00797665,0.0752111,-0.110989,0.00701811
-4.05653,0.00909233,0.000724033,0.000154648,0.000481052,-0.21054,-0.205584,-0.297852,-2.01799,0.192694,0.380501,0.110821,0.61836,-0.0632703,-0.0855024,-0.143425,0.00595126
-3.81936,0.00695183,0.000645007,0.000149039,0.000517393,0.0748912,-0.161481,-0.178131,-1.95406,0.14733,0.338971,0.106802,0.665072,0.0225059,-0.0671602,-0.0857754,0.00137283
-4.37735,0.0099319,0.000906853,6.66157e-05,0.000480788,0.168817,-0.084414,-0.0526098,-2.02079,0.210487,0.476578,0.0477372,0.61802,0.0507321,-0.0351078,-0.0253332,0.0196115
-4.29567,0.0091954,0.00089525,7.05098e-05,0.000531757,-0.378336,0.0369704,-0.114229,-2.0167,0.194878,0.470481,0.0505277,0.683536,-0.113696,0.015376,-0.0550048,0.0339779
-4.68822,0.0104816,0.000862096,8.5972e-05,0.000586531,-0.163484,0.229746,-0.0266402,-2.12359,0.222138,0.453057,0.061608,0.753945,-0.0491294,0.0955513,-0.0128281,0.0397243
-4.68974,0.0124067,0.00075846,0.000169254,0.000485129,0.436894,0.0515462,-0.198388,-2.09055,0.262936,0.398593,0.121288,0.6236,0.131293,0.0214381,-0.09553,0.0108153
-4.51114,0.0116041,0.000712434,2.07883e-05,0.000532801,0.0146603,0.212645,0.158243,-1.96932,0.245926,0.374405,0.014897,0.684879,0.00440564,0.0884392,0.0761988,0.00171715
-4.95927,0.0152398,0.000743313,0.000115539,0.00049239,0.311574,0.305576,0.0374989,-1.96666,0.322978,0.390633,0.0827955,0.632933,0.0936327,0.127089,0.0180569,0.00762527
-4.39059,0.0113202,0.000630842,-3.00566e-05,0.000561418,0.256881,-0.121687,0.211231,-1.97867,0.239909,0.331527,-0.0215387,0.721664,0.0771964,-0.0506097,0.101714,0.0116866
-3.77615,0.00573157,0.000773015,5.17035e-05,0.00059008,0.203826,-0.0497194,-0.0950673,-1.86799,0.121469,0.406242,0.037051,0.758507,0.0612527,-0.0206783,-0.0457778,0.0115663
-4.66418,0.0112166,0.000827635,0.00012295,0.000576899,0.349959,0.203865,0.0906599,-1.94032,0.237713,0.434947,0.0881065,0.741564,0.105168,0.0847876,0.0436555,0.0105137
